Tower Name,Elevation,Latitude,Longitude
58  WTG 3 F6 33 KV Line,177.8,23.2699729490,69.2308930810
1 WTG 6 F6 33 KV Line,151,23.2356480110,69.2568210000
2 WTG 6 F6 33 KV Line,150.1,23.2360949600,69.2566609610
3 WTG 6 F6 33 KV Line,154.4,23.2366640450,69.2571039730
4 WTG 6 F6 33 KV Line,155.1,23.2370529670,69.2574619930
5 WTG 6 F6 33 KV Line,155.4,23.2375270040,69.2578599620
6 WTG 6 F6 33 KV Line,159.4,23.2379990430,69.2582639900
7 WTG 6 F6 33 KV Line,160.3,23.2384519940,69.2586299600
8 WTG 6 F6 33 KV Line,156.9,23.2389440370,69.2590629660
9 WTG 6 F6 33 KV Line,157.7,23.2393220030,69.2593790410
10 WTG 6 F6 33 KV Line,159.3,23.2395359680,69.2601070170
11 WTG 6 F6 33 KV Line,162.4,23.2397479550,69.2607730170
12 WTG 6 F6 33 KV Line,167.6,23.2399599600,69.2614809540
13 WTG 6 F6 33 KV Line,168.5,23.2399010230,69.2616139770
1 WTG 2 F6 33KV Line,209.4,23.2700923890,69.2693182850
2 WTG 2 F6 33KV Line,213.3,23.2701926410,69.2688002870
3 WTG 2 F6 33KV Line,215.8,23.2702836410,69.2684093750
4 WTG 2 F6 33KV Line,218.4,23.2704741360,69.2679404430
5 WTG 2 F6 33KV Line,215.8,23.2706736970,69.2674519720
6 WTG 2 F6 33KV Line,212.4,23.2708551900,69.2669634650
7 WTG 2 F6 33KV Line,207.3,23.2710367310,69.2664456240
8 WTG 2 F6 33KV Line,205,23.2712091880,69.2659570950
9 WTG 2 F6 33KV Line,202,23.2713724610,69.2655565440
10 WTG 2 F6 33KV Line,199.2,23.2715896510,69.2653223160
11 WTG 2 F6 33KV Line,196.5,23.2714549970,69.2648234000
12 WTG 2 F6 33KV Line,196.4,23.2713653590,69.2644125700
13 WTG 2 F6 33KV Line,197.1,23.2713211650,69.2638356140
14 WTG 2 F6 33KV Line,192.8,23.2714846950,69.2632786220
15 WTG 2 F6 33KV Line,191.9,23.2716481580,69.2627607380
16 WTG 2 F6 33KV Line,189.6,23.2717753730,69.2623112230
17 WTG 2 F6 33KV Line,188.9,23.2718031410,69.2619104020
18 WTG 2 F6 33KV Line,188,23.2716320680,69.2615776330
19 WTG 2 F6 33KV Line,188,23.2713800220,69.2610491600
20 WTG 2 F6 33KV Line,187.2,23.2711549110,69.2606185140
21 WTG 2 F6 33KV Line,185.2,23.2708848270,69.2600704540
22 WTG 2 F6 33KV Line,185,23.2708311960,69.2597281410
23 WTG 2 F6 33KV Line,186.9,23.2706963470,69.2593367840
24 WTG 2 F6 33KV Line,187.1,23.2705615130,69.2589356500
25 WTG 2 F6 33KV Line,185.3,23.2704626970,69.2586030280
26 WTG 2 F6 33KV Line,183.9,23.2706172400,69.2580069060
27 WTG 2 F6 33KV Line,182.7,23.2708259800,69.2574108860
28 WTG 2 F6 33KV Line,183.3,23.2706010340,69.2568726980
29 WTG 2 F6 33KV Line,184.3,23.2703492750,69.2561584680
30 WTG 2 F6 33KV Line,183.8,23.2701783650,69.2557181600
31 WTG 2 F6 33KV Line,186.4,23.2696268870,69.2560006490
32 WTG 2 F6 33KV Line,185.5,23.2692923770,69.2561760010
33 WTG 2 F6 33KV Line,182.8,23.2688496300,69.2562533730
34 WTG 2 F6 33KV Line,181.8,23.2684520320,69.2563406080
35 WTG 2 F6 33KV Line,182.1,23.2684078240,69.2557538900
36 WTG 2 F6 33KV Line,184,23.2683635810,69.2551867260
37 WTG 2 F6 33KV Line,184,23.2683464040,69.2546391690
38 WTG 2 F6 33KV Line,188.9,23.2685914840,69.2539063420
39 WTG 2 F6 33KV Line,190.3,23.2687094670,69.2535643610
40 WTG 2 F6 33KV Line,193,23.2688819150,69.2530562700
41 WTG 2 F6 33KV Line,196.3,23.2690545040,69.2524601820
42 WTG 2 F6 33KV Line,194.7,23.2694887500,69.2520503530
43 WTG 2 F6 33KV Line,197.3,23.2695437950,69.2515224820
44 WTG 2 F6 33KV Line,194.6,23.2696080430,69.2508870770
45 WTG 2 F6 33KV Line,194.5,23.2694823300,69.2504175310
46 WTG 2 F6 33KV Line,194.8,23.2693745720,69.2500164600
47 WTG 2 F6 33KV Line,190.6,23.2692669380,69.2495371720
48 WTG 2 F6 33KV Line,186,23.2698724170,69.2493720850
49 WTG 2 F6 33KV Line,187.3,23.2703243180,69.2492164880
50 WTG 2 F6 33KV Line,187.6,23.2709117450,69.2490415870
51 WTG 2 F6 33KV Line,190.9,23.2710300580,69.2484844940
52 WTG 2 F6 33KV Line,189.4,23.2712838190,69.2479569830
53 WTG 2 F6 33KV Line,191.4,23.2712936390,69.2474583510
54 WTG 2 F6 33KV Line,191.4,23.2712672170,69.2470280950
55 WTG 2 F6 33KV Line,189.7,23.2714665130,69.2466666970
56 WTG 2 F6 33KV Line,183.4,23.2713771950,69.2460212210
57 WTG 2 F6 33KV Line,182.8,23.2712788420,69.2453757290
58 WTG 2 F6 33KV Line,182.7,23.2712255590,69.2447889850
59 WTG 2 F6 33KV Line,181.4,23.2711720920,69.2443195700
60 WTG 2 F6 33KV Line,178,23.2711550600,69.2436546740
61 WTG 2 F6 33KV Line,179,23.2711198820,69.2430386320
62 WTG 2 F6 33KV Line,180.6,23.2711390820,69.2423053590
63 WTG 2 F6 33KV Line,180,23.2711219660,69.2416893500
64 WTG 2 F6 33KV Line,178,23.2716644300,69.2413774490
65 WTG 2 F6 33KV Line,175.2,23.2721708520,69.2410068160
66 WTG 2 F6 33KV Line,172.4,23.2725325650,69.2407532510
67 WTG 2 F6 33KV Line,170.4,23.2731654480,69.2403828400
68 WTG 2 F6 33KV Line,171.9,23.2736447830,69.2400023730
69 WTG 2 F6 33KV Line,171.3,23.2741782120,69.2396904440
70 WTG 2 F6 33KV Line,177.5,23.2747206870,69.2393687510
71 WTG 2 F6 33KV Line,179.2,23.2752450660,69.2390665780
72 WTG 2 F6 33KV Line,183.7,23.2757694750,69.2387448470
73 WTG 2 F6 33KV Line,185.6,23.2763571430,69.2384036710
74 WTG 2 F6 33KV Line,189.7,23.2770620480,69.2381898130
75 WTG 2 F6 33KV Line,188.3,23.2774499200,69.2385522850
76 WTG 2 F6 33KV Line,187.8,23.2778829110,69.2389441730
77 WTG 2 F6 33KV Line,183.5,23.2783790880,69.2393655110
78 WTG 2 F6 33KV Line,181.5,23.2789655940,69.2397870130
79 WTG 2 F6 33KV Line,182.1,23.2796784870,69.2402576360
80 WTG 2 F6 33KV Line,184.9,23.2803642640,69.2407379940
81 WTG 2 F6 33KV Line,184.8,23.2806090710,69.2401419680
82 WTG 2 F6 33KV Line,187.8,23.2807813860,69.2396924830
83 WTG 2 F6 33KV Line,191.8,23.2812515520,69.2393999790
84 WTG 2 F6 33KV Line,190.7,23.2817127590,69.2390585660
85 WTG 2 F6 33KV Line,191.4,23.2814332860,69.2386962750
86 WTG 2 F6 33KV Line,190.4,23.2811989770,69.2383340650
87 WTG 2 F6 33KV Line,189.6,23.2809196050,69.2379033290
88 WTG 2 F6 33KV Line,188.3,23.2808656880,69.2377174480
89 WTG 2 F6 33KV Line,188,23.2809831030,69.2377274350
1 WTG 10 F6 33 KV Line,191.5,23.2395339900,69.2496880030
2 WTG 10 F6 33 KV Line,197.1,23.2399807320,69.2501082860
3 WTG 10 F6 33 KV Line,197.9,23.2403333330,69.2499134400
4 WTG 10 F6 33 KV Line,193.6,23.2406316890,69.2497478170
5 WTG 10 F6 33 KV Line,192.8,23.2410558400,69.2500027630
6 WTG 10 F6 33 KV Line,190.2,23.2414347940,69.2502771760
7 WTG 10 F6 33 KV Line,183.4,23.2419580740,69.2506789400
8 WTG 10 F6 33 KV Line,178.7,23.2423459350,69.2510315760
9 WTG 10 F6 33 KV Line,174.3,23.2429413990,69.2514823570
10 WTG 10 F6 33 KV Line,174.4,23.2434563310,69.2514539970
11 WTG 10 F6 33 KV Line,176.2,23.2439351160,69.2514353430
12 WTG 10 F6 33 KV Line,177.1,23.2444139010,69.2514166890
13 WTG 10 F6 33 KV Line,178.9,23.2449553690,69.2517402960
14 WTG 10 F6 33 KV Line,183.2,23.2454876930,69.2521323170
15 WTG 10 F6 33 KV Line,184.6,23.2459929810,69.2524851890
16 WTG 10 F6 33 KV Line,187.4,23.2464802170,69.2528282530
17 WTG 10 F6 33 KV Line,192.5,23.2470396220,69.2532301100
18 WTG 10 F6 33 KV Line,193,23.2473915020,69.2534849420
19 WTG 10 F6 33 KV Line,194.7,23.2478155830,69.2537790150
20 WTG 10 F6 33 KV Line,195,23.2480957970,69.2536622370
21 WTG 10 F6 33 KV Line,195,23.2481770010,69.2537210450
22 WTG 10 F6 33 KV Line,195,23.2482762060,69.2538189900
23 WTG 10 F6 33 KV Line,195,23.2483844770,69.2538974010
24 WTG 10 F6 33 KV Line,194.3,23.2486911430,69.2541814790
25 WTG 10 F6 33 KV Line,192.5,23.2488167030,69.2547389380
26 WTG 10 F6 33 KV Line,190.2,23.2490599930,69.2551108810
27 WTG 10 F6 33 KV Line,187.9,23.2492943290,69.2554339290
28 WTG 10 F6 33 KV Line,186.2,23.2498905280,69.2554252890
29 WTG 10 F6 33 KV Line,187.4,23.2505047760,69.2554264590
30 WTG 10 F6 33 KV Line,193.8,23.2511551730,69.2554179210
31 WTG 10 F6 33 KV Line,193.4,23.2513710600,69.2559755640
32 WTG 10 F6 33 KV Line,190.8,23.2518497170,69.2560351330
33 WTG 10 F6 33 KV Line,183.4,23.2523734910,69.2561241180
34 WTG 10 F6 33 KV Line,187.2,23.2530598450,69.2562231900
35 WTG 10 F6 33 KV Line,186.6,23.2533044710,69.2557739560
36 WTG 10 F6 33 KV Line,184.7,23.2535311090,69.2552758050
37 WTG 10 F6 33 KV Line,186.1,23.2539112750,69.2547974960
38 WTG 10 F6 33 KV Line,185.2,23.2540472940,69.2544751410
39 WTG 10 F6 33 KV Line,184.1,23.2542467660,69.2540160380
40 WTG 10 F6 33 KV Line,187.9,23.2547074050,69.2540462390
41 WTG 10 F6 33 KV Line,190.2,23.2550415810,69.2540762010
42 WTG 10 F6 33 KV Line,192.2,23.2554480530,69.2540867480
43 WTG 10 F6 33 KV Line,193.4,23.2556733730,69.2544000160
44 WTG 10 F6 33 KV Line,195.7,23.2559798470,69.2548014270
45 WTG 10 F6 33 KV Line,196,23.2564143530,69.2542352240
46 WTG 10 F6 33 KV Line,199.1,23.2566859460,69.2538642370
47 WTG 10 F6 33 KV Line,201.9,23.2570752200,69.2533370480
48 WTG 10 F6 33 KV Line,202.6,23.2573649400,69.2529269860
49 WTG 10 F6 33 KV Line,204.2,23.2577812160,69.2524585020
50 WTG 10 F6 33 KV Line,206.7,23.2582700070,69.2518337270
51 WTG 10 F6 33 KV Line,203.1,23.2586050760,69.2513064240
52 WTG 10 F6 33 KV Line,189.7,23.2588677070,69.2508865260
53 WTG 10 F6 33 KV Line,182.9,23.2591485270,69.2503884470
54 WTG 10 F6 33 KV Line,186.7,23.2594564460,69.2498904170
55 WTG 10 F6 33 KV Line,187.1,23.2596284630,69.2496463220
56 WTG 10 F6 33 KV Line,185.6,23.2598912910,69.2490993220
57 WTG 10 F6 33 KV Line,183.9,23.2602265370,69.2484546870
58 WTG 10 F6 33 KV Line,182,23.2599924810,69.2479458690
59 WTG 10 F6 33 KV Line,181.1,23.2598124670,69.2475349190
60 WTG 10 F6 33 KV Line,177.2,23.2597137810,69.2471045660
61 WTG 10 F6 33 KV Line,177.5,23.2595880860,69.2466155050
62 WTG 10 F6 33 KV Line,178.2,23.2594532650,69.2461850870
63 WTG 10 F6 33 KV Line,175.5,23.2593365250,69.2457449270
64 WTG 10 F6 33 KV Line,176,23.2589029380,69.2457441330
65 WTG 10 F6 33 KV Line,176,23.2588941190,69.2456072450
